input_text	label
GeneProduct2SMILE: methyltransferase_MarR family transcriptional regulator_metallo-beta-lactamase superfamily protein_LuxR family transcriptional regulator_fosM_fosC_fosD_fosE_fosF_fosG_fosH_fosI_fosJ_fosK_fosL_fosA_fosB_GH3-superfamily protein_3-hydroxy-3-methylglutaryl coenzyme A reductase_thioesterase_heat shock protein	C[C@@](/C=C/[C@@H]1CC=CC(=O)O1)([C@@H](C[C@H](/C=C\C=C/C=C/CO)O)OP(=O)(O)O)O
pfam2SMILES: PF13243.8_PF13243.8_PF13249.8_PF00067.24_PF05704.14_PF11951.10_PF00172.20	C[C@@](O)(C(=O)O)[C@H]1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CC[C@H](O)[C@](C)(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3CC[C@]21C
tigrfam2SMILES: TIGR01787	C[C@@](O)(C(=O)O)[C@H]1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CC[C@H](O)[C@](C)(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3CC[C@]21C
invalid2valid: C[C@HH1C)CC(CO)C)CC@H](C(C@HH(CC@CC@H](C(C@H(CC@CC@HH](C(C@HH](CC@HH(CC@C(C@H](C)CC@H(C@CC)C@H](C)C@H](C)CC@HH](C)CC@H](C)CC@H](C)CC@HH](C(C@H((@	C[C@@](O)(C(=O)O)[C@H]1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CC[C@H](O)[C@](C)(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3CC[C@]21C
invalid2valid: CCC@@H12C)(CC(=O)O)CC@@](CCNC@@H2(O)OC@@](C[C@@2(C)CC@@H]([[C@@H](CC@@H1(C)O[C@@]4O)[C@@(C)(CC)C@@]3C[C@@]5C)[C@@H](O)[C@@]4O)[C@@](O)CC@@H](O[C@@4C)	C[C@@](O)(C(=O)O)[C@H]1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CC[C@H](O)[C@](C)(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3CC[C@]21C
invalid2valid: C[C@@H1O)(CC(=O)O)NC@@](O[C@@]2(C)[C@@]([[C@@1(C)CCC@@H](C[C@@]]1[C@@H34(C)CCCCC@@](O)[C@@13[)(C3)C@@]4CC[C@@](C)[C@@H](O)[C@H](O)[C@@](O)[C@@H](CC[C@@34C)	C[C@@](O)(C(=O)O)[C@H]1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CC[C@H](O)[C@](C)(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3CC[C@]21C
pfam2SMILES: PF13561.8_PF13577.8_PF01796.19_PF12172.10_PF13193.8_PF00501.30_PF04909.16_PF01575.21_PF01040.20_PF00067.24_PF13243.8_PF02668.18_PF00348.19_PF02401.20_PF04551.16_PF13292.8_PF13292.8_PF02779.26_PF02780.22_PF01791.11_PF01959.18_PF01494.21_PF00797.19_PF01796.19_PF12172.10_PF00108.25_PF02803.20_PF00106.27_PF07729.14_PF00392.23_PF13561.8_PF02515.19_PF02515.19_PF00501.30_PF13193.8_PF00109.28_PF02801.24_PF07690.18_PF00037.29	C[C@@]1(C2C[C@@H]3CC[C@]2(CC3=C)C=CC1=O)CCC(=O)NC4=C(C=CC(=C4O)C(=O)O)O
tigrfam2SMILES: TIGR00216_TIGR00612_TIGR00711	C[C@@]1(C2C[C@@H]3CC[C@]2(CC3=C)C=CC1=O)CCC(=O)NC4=C(C=CC(=C4O)C(=O)O)O
invalid2valid: [C@HH1(O[=[C@HH]3[(C@H2(C(=C1C(C(=C)C((=O)OCC=CC(C5CC(=C54C)C5=O)O)C	C[C@@]1(C2C[C@@H]3CC[C@]2(CC3=C)C=CC1=O)CCC(=O)NC4=C(C=CC(=C4O)C(=O)O)O
invalid2valid: C[C@HH1[C[C@C@HH](C(C@H(CC(=C(C(C(=C)C((=C)C(=C(=(C(=C(=)C(=C)C)C)	C[C@@]1(C2C[C@@H]3CC[C@]2(CC3=C)C=CC1=O)CCC(=O)NC4=C(C=CC(=C4O)C(=O)O)O
invalid2valid: CCC@@H12(C(=[C@@H](C(C@@((C[=O4C(C(=O)C((=O)C(CCC(C(CC==C4O)C5=C)O)C)	C[C@@]1(C2C[C@@H]3CC[C@]2(CC3=C)C=CC1=O)CCC(=O)NC4=C(C=CC(=C4O)C(=O)O)O
GeneProduct2SMILE: GntT_GntU_GntV_GrmO_GntW_GntX_GntY_GntZ_GrmA_GntA_GntB_GntC_GntD_GntE_gntF_GntG_GntH_GntI_GntJ_GntK_GntL_GntM_GntN_GntO_GntP_GntQ_GntR_GntS	C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)CN)N)N)N)O
pfam2SMILES: PF19723.1_PF05732.13_PF15948.7_PF00816.23_PF19942.1_PF05930.14_PF19924.1_PF06167.14_PF13356.8_PF00589.24_PF00425.20_PF00005.29_PF00664.25_PF00005.29_PF00664.25_PF12833.9_PF00550.27_PF00668.22_PF00501.30_PF08242.14_PF00550.27_PF00668.22_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF00698.23_PF08242.14_PF08659.12_PF00550.27_PF00668.22_PF08242.14_PF00550.27_PF00975.22_PF01408.24_PF00975.22_PF00501.30_PF13193.8_PF07715.17_PF00593.26_PF11924.10_PF02369.18_PF02369.18_PF02369.18_PF02369.18_PF09134.12_PF01075.19_PF00083.26_PF00083.26_PF10423.11_PF01048.22_PF01709.22_PF01554.20_PF01554.20_PF03466.22_PF00126.29_PF03466.22_PF00126.29_PF17969.3_PF03734.16_PF02277.19_PF02654.17_PF02283.18_PF12833.9_PF10114.11_PF00230.22_PF00936.21_PF00936.21_PF00936.21_PF02286.17_PF02288.17_PF02287.17_PF18427.3_PF08841.12_PF02288.17_PF00936.21_PF00936.21_PF06130.14_PF06130.14_PF15953.7_PF03319.15_PF01923.20_PF03928.16_PF00171.24_PF00465.21_PF01512.19_PF10531.11_PF13534.8_PF13375.8_PF00936.21_PF00936.21_PF00936.21_PF10662.11_PF04363.14_PF04632.14_PF06445.17_PF07943.15_PF00768.22	C[C@@]1(CSC(=N1)C(C)(C)[C@@H]([C@@H]2CSC(N2)[C@H]3CS/C(=C/4\C=CC=CC4=O)/N3)O)C(=O)O
tigrfam2SMILES: TIGR04346_TIGR03494_TIGR01733_TIGR01761_TIGR01783_TIGR00883_TIGR01717_TIGR01033_TIGR00797_TIGR03160_TIGR00317_TIGR00861_TIGR04501_TIGR04491_TIGR04493_TIGR00636_TIGR02528	C[C@@]1(CSC(=N1)C(C)(C)[C@@H]([C@@H]2CSC(N2)[C@H]3CS/C(=C/4\C=CC=CC4=O)/N3)O)C(=O)O
GeneProduct2SMILE: hypothetical protein_hypothetical protein_hypothetical protein_hypothetical protein_hypothetical protein_hypothetical protein_putative DNA-binding protein_hypothetical protein_hypothetical protein_DNA-binding protein H-NS_hypothetical protein_hypothetical protein_hypothetical protein_hypothetical protein_ECs3513 protein_hypothetical protein_putative YeeI protein_putative prophage P4 integrase_putative anthranilate synthase_putative cytoplasmic transmembrane protein_putative ABC transporter protein_putative inner membrane ABC-transporter_putative AraC type regulator_putative peptide synthase_putative peptide/polyketide synthetase_hypothetical protein_putative thioesterase_2,3-dihydroxybenzoate-AMP ligase_putative pesticin receptor_hypothetical protein_hypothetical protein_hypothetical protein_putative transport protein, shikimate_putative AMP nucleosidase_hypothetical protein_hypothetical protein_putative transcriptional regulator_putative nitrogen assimilation regulatory protein_putative exported protein ErfK_putative dimethylbenzimidazol phosphoribosyltransferase_putative cobalamin synthase_putative cobinamide kinase/cobinamide phosphate guanylyltransferase_putative regulatory protein PocR_putative propanediol diffusion facilitator_putative propanediol utilization protein PduA_putative propanediol utilization protein PduB_putative glycerol dehydratase large subunit_putative diol dehydratase medium subunit_putative diol dehydratase small subunit_PduG protein_PduH protein_putative propanediol utilization protein PduJ_putative propanediol utilization protein PduK_PduL protein_PduM protein_putative propanediol utilization protein PduN_PduO protein_putative CoA-dependent propionaldehyde dehydrogenase_putative propanol dehydrogenase_putative cobalamine reductase_putative propanediol utilization protein PduT_putative propanediol utilization protein PduU_putative propanediol utilization protein PduV_hypothetical protein_hypothetical protein_putative DNA gyrase inhibitory protein_putative penicillin binding protein 6b	C[C@@]1(CSC(=N1)C(C)(C)[C@@H]([C@@H]2CSC(N2)[C@H]3CS/C(=C/4\C=CC=CC4=O)/N3)O)C(=O)O
pfam2SMILES: PF00793.22_PF12833.9_PF12833.9_PF07715.17_PF00593.26_PF00668.22_PF00501.30_PF08242.14_PF00550.27_PF00668.22_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF00698.23_PF08659.12_PF00550.27_PF00668.22_PF08242.14_PF00550.27_PF00550.27_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00975.22_PF01408.24_PF00975.22_PF00425.20_PF00501.30_PF13193.8_PF00005.29_PF00664.25_PF00005.29_PF00664.25_PF03400.15_PF12759.9_PF03811.15_PF01648.22_PF17837.3	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
pfam2SMILES: PF12833.9_PF12833.9_PF07715.17_PF00593.26_PF07690.18_PF00550.27_PF00668.22_PF00501.30_PF08242.14_PF00550.27_PF00668.22_PF00550.27_PF00109.28_PF02801.24_PF16197.7_PF00698.23_PF08659.12_PF00550.27_PF00668.22_PF08242.14_PF00550.27_PF00550.27_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00975.22_PF01408.24_PF00975.22_PF00425.20_PF00501.30_PF13193.8_PF00005.29_PF00664.25_PF00005.29_PF00664.25	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
tigrfam2SMILES: TIGR00034_TIGR01733_TIGR01733_TIGR01761_TIGR03494	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
tigrfam2SMILES: TIGR01733_TIGR01733_TIGR01761_TIGR03494	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
invalid2valid: [C@HH1(O)(=N1)C[C@@H]([C@@H]2C[C@H]]2N3)[C@H](CSC(=N3)[4=CC=CC=C4O)O)C(=O)O	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
invalid2valid: [C@@H12(OSC(=N1)C(C@@H]([C@@H](CS[C@@H](N2)[C@@]3CSSC(=N3)C4=CC=CC=C4O)O)O(=O)O	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
invalid2valid: [C@HH1[C(1CO)C(C@HH](CC@HH](C)C@H@](C[[C(H](C((=O[O(=O(O(O(=)O)C(=O)O)	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
invalid2valid: [C@HH([C((CC)C(C(HH](CC(HH](C)C(HH](C[OC(H](C((CO(C(=(C(C(=)O)C(=O)O)	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
invalid2valid: C[C@@H1(O)(=N1)C(C@@H](CC@@H](C[C@@H](N2)[C@H]3CSC(=N3)C4=C=CC=C4O)C)C=O)O	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
invalid2valid: CCC@@H1(C[(=N1)C(C@@H](CC@@H](CS[C@@H](CS2)CC@@]3C[(=N3)C4=CC=CC=C4C)NC)C(=O)O	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
invalid2valid: C[C@HH1(C)(CN1)C(C@HH](OC@HH](C[C@HH](O)[C@H](C[(=N2)[(=NC=CC=C(N)C)O(=O)N	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
invalid2valid: C[C@HH1(C((=N1)C(C@HH](CC@@H](C[C@@H](C)CC@H](C((=N4)C(=NC=C=C4)=)C)O(=O)N)	C[C@@]1(CSC(=N1)C[C@@H]([C@@H]2CS[C@@H](N2)[C@H]3CSC(=N3)C4=CC=CC=C4O)O)C(=O)O
pfam2SMILES: PF12802.9_PF00109.28_PF02801.24_PF00109.28_PF02801.24_PF00550.27_PF13537.8_PF00733.23_PF01494.21_PF00891.20_PF03992.18_PF13577.8_PF00106.27_PF10604.11_PF03364.22_PF01494.21_PF13561.8_PF04199.15_PF00805.24_PF00805.24_PF00805.24_PF00698.23_PF00155.23_PF01243.22_PF01494.21_PF16864.7_PF00891.20	C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O
tigrfam2SMILES: TIGR01536_TIGR03539_TIGR04023	C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O
GeneProduct2SMILE: OxyTA1_OxyA_OxyB_OxyC_OxyD_OxyE_OxyF_OxyG_OxyI_OxyJ_OxyK_OxyL_OxyM_OxyN_OxyO_OxyP_OxyQ_OxyR_OxyS_OxyT	C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O)O
invalid2valid: C[C@@H1CC[=O)C[C@@]1C[C@@]4[C@@](CC@@1O==C4)C[C@@]]5[C@H]2OC@@H]([[(=O)NC(=C/[C@H]([C@@H](OC(=C/C==C3)[C@H](OCC(=O)O)/CC-](CCC=O)O)CCC(=O)O)CCC)=NC5)CC(=O)O)CCC)CCC=O)O)CCCNC=O)O)[Na]	C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)C[C@@H]5[C@H]([C@@H]6CCC(=O)/C(=C/7[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)O)/[N-]7)CC(=O)O)CCC(=O)O)/C6=N5)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni]
invalid2valid: [C@HH[[(CC)C[C@HH(C(C@H](CC@H](CC@H(C@CO[C(C@HH](CC@H](CC@HH](C@(CO)CC(=C@=CC@H](CC@HH](CC@CC@C(CC)CC@H](C@(CO)C)CCC)](C(=O)[)C(@=C)C)CC(CC[C(CO)C)CC@C(CC)C)C((CC)C)CC[)(	C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)C[C@@H]5[C@H]([C@@H]6CCC(=O)/C(=C/7[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)O)/[N-]7)CC(=O)O)CCC(=O)O)/C6=N5)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni]
invalid2valid: C[C@@H1CC[=O)N3C@@H3[[C@@]4[C@@](CC@@(C[=O4)C[C@@]]([C@@]([C@@H]([[(=O)NC==C/CC@H]([C@@H]([C==C/C(=C3)/C@@](C)(=O)O)/CN-]7)CC(=O)N)/((=O)O)/C)=C5)CC(=O)N)/C)O(=O)O6)/((=O)O)[N-]	C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)C[C@@H]5[C@H]([C@@H]6CCC(=O)/C(=C/7[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)O)/[N-]7)CC(=O)O)CCC(=O)O)/C6=N5)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni]
invalid2valid: [C@HH1CC[=O)[[C@@H(CC[C@@]([C@@]([C@@([(=O2)C5C@HH]([C@@]([C@@H](C[[=O)NC==C(CC@@](CC@HH](CC==OC(=OOC@H](C[[=O)N4)OCC-])C(=O)O)O)(=O)O)OC)=CC[C(=O)O)OC)C)CO)O)O((=O)O)[C++	C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)C[C@@H]5[C@H]([C@@H]6CCC(=O)/C(=C/7[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)O)/[N-]7)CC(=O)O)CCC(=O)O)/C6=N5)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni]
pfam2SMILES: PF01903.19_PF08245.14_PF00148.21_PF00142.20_PF01656.25_PF07685.16	C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)C[C@@H]5[C@H]([C@@H]6CCC(=O)/C(=C/7\[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)O)/[N-]7)CC(=O)O)CCC(=O)O)/C6=N5)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni]
tigrfam2SMILES: TIGR03282_TIGR00379	C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)C[C@@H]5[C@H]([C@@H]6CCC(=O)/C(=C/7\[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)O)/[N-]7)CC(=O)O)CCC(=O)O)/C6=N5)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni]
pfam2SMILES: PF19086.2_PF00067.24_PF13738.8_PF05721.15_PF05721.15	C[C@@]12CC(=O)O[C@@H]3[C@@]14[C@@H](CC[C@H]4C(C2)(C)C)C(=O)O3
GeneProduct2SMILE: putative P450_ent-copalyl diphosphate synthase_hypothetical proteingeranylgeranyl diphosphate synthase_mevalonate kinase_mevalonate diphosphate decarboxylase_phosphomevalonate kinase_isopentenyl diphosphate isomerase_3-hydroxy-3-methylglutaryl-CoA reductase_3-hydroxy-3-methylglutaryl-CoA synthase_putative 3-oxoacyl-[acyl-carrier-protein]_hypothetical proteinhypothetical proteinhypothetical proteinhypothetical protein	C[C@@]12CC[C@@H](C([C@H]1CC[C@@H]3C2=CC[C@](C3)(C)C=C)(C)C)O
pfam2SMILES: PF01613.20_PF13577.8_PF13560.8_PF17765.3_PF03807.19_PF00724.22_PF05655.13_PF13521.8_PF08545.12_PF08541.12_PF00550.27_PF12710.9_PF13521.8_PF07690.18_PF01022.22_PF02894.19_PF01408.24_PF00296.22_PF00975.22_PF00440.25_PF03756.15_PF03756.15_PF08028.13_PF12710.9_PF00440.25	C[C@@]12O[C@]1(C)C(=O)C(=C)[C@H]2C(O)=O
tigrfam2SMILES: TIGR00747_TIGR01488_TIGR01490_TIGR01490_TIGR01488	C[C@@]12O[C@]1(C)C(=O)C(=C)[C@H]2C(O)=O
invalid2valid: [C@HH1CC[C@H1(C)CC(=O)C2=O2[C@H]1CC[=)=C)	C[C@@]12O[C@]1(C)C(=O)C(=C)[C@H]2C(O)=O
invalid2valid: C[C@HH1C)C@H(CC@C@CO)C(CO(CC@H](C@C)CC)	C[C@@]12O[C@]1(C)C(=O)C(=C)[C@H]2C(O)=O
invalid2valid: CCC@@H12C[C@@3(C(C[=O)C3=C(CC@@](O(=)=C	C[C@@]12O[C@]1(C)C(=O)C(=C)[C@H]2C(O)=O
pfam2SMILES: PF00196.21_PF01494.21_PF08241.14_PF00908.19_PF01041.19_PF01370.23_PF03559.16_PF03559.16_PF03559.16_PF08241.14_PF00067.24_PF12902.9_PF01593.26_PF00201.20_PF00067.24_PF00483.25_PF01370.23_PF00196.21_PF08241.14	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
pfam2SMILES: PF17874.3_PF00196.21_PF00067.24_PF00201.20_PF01593.26_PF12902.9_PF00067.24_PF00067.24_PF08241.14_PF01494.21_PF00483.25_PF01370.23_PF01041.19_PF00908.19_PF01370.23_PF03559.16_PF03559.16_PF00282.21_PF13520.8	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
tigrfam2SMILES: TIGR01426_TIGR01208_TIGR01181	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
tigrfam2SMILES: TIGR01426_TIGR01207_TIGR01181_TIGR01788_TIGR03813	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
invalid2valid: C[C@@H1[C@HH]([C@@H]([[C@@H](O1)O3C4=CC=CC=C4C5=C6C7=CC7C8=CC=CC=C8N2C7=O53)CNC6=O)OO	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
invalid2valid: C[C@HH1CCC@@H]([C@@H]([[C@@H]([1)O3C4=CC=CC=C4C5=C6C(=CC7C8=CC=CC=C8C2C7=C53)CNC6=O)()O	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
invalid2valid: C[C@HH1CC@HH](CC@HH]([@C@HH](C)[[C@=C(C(O@=@=C@=@CO@=@=C(O(C@=)=@=C@)C@(=C)C([(	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
invalid2valid: C[C@HH([C@@@]([C@HH](C@C@H@](C)[)C@CO(O(O(=(=O(=(=O(=(=O(O(C(=[C(=O()C((=O)C(C(	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
invalid2valid: C[C@HH1[C@@H]([C@@H]([[C@@H](O1)O3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)OC)OC)	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
invalid2valid: C[C@HH1CC@]H](CCC@]]](C[C@@H](O1)O3C2=CC=CC=C4C5=C6C(=C7C(=CC=CC=C8C2C7=C53)C76=O)NC)O)	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
invalid2valid: [C@@H12CC@@H](CC@@H]([(C@@H]([2)C(C(=C=CC=C23O(=C(C==C5C(=C=C=C7O(C(=O()C)(=O)C(C)	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
invalid2valid: [C@@H1CCC@@H]([C@@H]([(C@@]]([[OC(C(=C=CC=C4O(=C(C(=C5N(=C=CC=C5O(C)=C()O)(=O)O(O)	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
GeneProduct2SMILE: copalyldiphosphate/kaurene synthase	C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
GeneProduct2SMILE: DabA_DabB_DabC_DabD	C[C@H](/C=C/C=C(/C)\[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O)C(=O)O
pfam2SMILES: PF19464.1_PF00202.23_PF03364.22_PF07993.14_PF07993.14_PF00487.26	C[C@H](C(=O)N[C@H](CCCCN=C(N)N)C(=O)O)NC(=O)[C@@H](CCCNP(=O)(N)NS(=O)(=O)O)N
GeneProduct2SMILE: unknownunknownunknownunknownunknownunknown	C[C@H](C(=O)N[C@H](CCCCN=C(N)N)C(=O)O)NC(=O)[C@@H](CCCNP(=O)(N)NS(=O)(=O)O)N
invalid2valid: C[C@H]1C[CO)C[C@H](C(([O(=[C[C(=O)C)C(=O)CC@HH](C@((=O)C=[C)=O)C=O)C)C[	C[C@H](C(=O)N[C@H](CCCCN=C(N)N)C(=O)O)NC(=O)[C@@H](CCCNP(=O)(N)NS(=O)(=O)O)N
invalid2valid: CCC@@]1C)=O)O[C@@](C(N)C(N)N)C(=O)N)C(=O)CC@@H](CC)NCNNO)CC)CC)=O)CCO)C)C	C[C@H](C(=O)N[C@H](CCCCN=C(N)N)C(=O)O)NC(=O)[C@@H](CCCNP(=O)(N)NS(=O)(=O)O)N
pfam2SMILES: PF02272.21_PF00657.24_PF03797.21_PF13354.8_PF00873.21_PF13437.8_PF13533.8_PF02423.17_PF00291.27_PF01583.22_PF00501.30_PF13193.8_PF00550.27_PF05977.15_PF02321.20_PF02321.20_PF13454.8_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF00668.22_PF00668.22_PF00501.30_PF13193.8_PF00550.27_PF03567.16_PF02668.18_PF08241.14_PF14305.8	C[C@H](C(=O)N[C@]1(CN(C1=O)S(=O)(=O)O)OC)NC(=O)CC[C@H](C(=O)O)N
tigrfam2SMILES: TIGR01414_TIGR01730_TIGR03944_TIGR03945_TIGR00455_TIGR01733_TIGR01845_TIGR01733_TIGR01720_TIGR01733	C[C@H](C(=O)N[C@]1(CN(C1=O)S(=O)(=O)O)OC)NC(=O)CC[C@H](C(=O)O)N
GeneProduct2SMILE: SulA_SulB_SulC_SulD_SulE_SulF_SulG_SulH_SulI_SulJ_SulK_SulL_SulM_SulN_SulO_SulP_SulQ	C[C@H](C(=O)N[C@]1(CN(C1=O)S(=O)(=O)O)OC)NC(=O)CC[C@H](C(=O)O)N
invalid2valid: [C@@]1CC)=O)N[C@@(([(C(=O)C(=O)(=O)O)O(O(=O)CC(C@@](C(=O)O)N)	C[C@H](C(=O)N[C@]1(CN(C1=O)S(=O)(=O)O)OC)NC(=O)CC[C@H](C(=O)O)N
invalid2valid: [C@H]([([O)C[C@H(CC(C(CO)C(CO)CCO)C)C(C(OO)C(C(H](=(CO)C)C[	C[C@H](C(=O)N[C@]1(CN(C1=O)S(=O)(=O)O)OC)NC(=O)CC[C@H](C(=O)O)N
invalid2valid: CCCC@@]1CC(=O)N[C@@1(C(C(=O)[(=O)(=O)O)NC)NC(=O)[NCC@@](NC(=O)N)NC)	C[C@H](C(=O)N[C@]1(CN(C1=O)S(=O)(=O)O)OC)NC(=O)CC[C@H](C(=O)O)N
invalid2valid: [C@H]1C)=O)N[C@@1(C(C(=CC)C[=O)NCO)N)C(C(=O)[(C@@](C)=O)O)O[	C[C@H](C(=O)N[C@]1(CN(C1=O)S(=O)(=O)O)OC)NC(=O)CC[C@H](C(=O)O)N
